ten_file,ma_container,nguon,trang_thai
IMG_0414_region_JPG_jpg.rf.cc209c6155b019ea63f9aa2906195e18.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153659_region_jpg.rf.0389d2b084371332e1138cc1c1e2cd4a.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145247_ce_png_jpg.rf.a32c316eee58ba6588ff0f2543d24c89.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0547_region_JPG_jpg.rf.ba2f49834e033ffbf1ea732e30b3773c.jpg,,openrouter,CHUA_DOC_DUOC
39-1_jpg.rf.e1eb4fabf0f1dbe53f58a33af5cb9da4.jpg,,,KHONG_CO_ANNOTATION
IMG_20221218_145437_ce_png_jpg.rf.0c4bfa3aba5f675dfc55fd8a408c6563.jpg,,openrouter,CHUA_DOC_DUOC
98-1_jpg.rf.4e3d6b9b66945aed8e7b513e9eba0c19.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_153722_region_jpg.rf.8bf33a62deac724eddf81878fff271b7.jpg,,openrouter,CHUA_DOC_DUOC
99-0_jpg.rf.86d20aad1c38a881143cd06bc1abb720.jpg,,,KHONG_CO_ANNOTATION
93-0_jpg.rf.461448cc5ab2c7b3b769808ca701e5f2.jpg,,,KHONG_CO_ANNOTATION
DSCF9578_JPG_ce_png_jpg.rf.53c075dace837bff5f7fe1fb2cf015c4.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150900_region_jpg.rf.95c23d0b94ab090d06a27a12a74b66d6.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0647_ce_png_jpg.rf.2ed430dcf52cd37cbdcefa6cd805c779.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154743_region_jpg.rf.c23386c6028ec83309785b9b2aeaf90d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154459_region_jpg.rf.f2ca19f84d0a75305cc8dc50e8c5f13a.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0501_ce_png_jpg.rf.8a7c3c9a976408c6f1262fada26a9c6e.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0816_region_JPG_jpg.rf.61c1c368a87ccd24395e219e40962b1d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0901_region_JPG_jpg.rf.68d04ca62dc89446c492bbe84989b4da.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153819_region_jpg.rf.377fd886b32a2d58b4e4f5056dae3c5b.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20210823-17565020_jpg_ce_png_jpg.rf.cd8f219d119331faf830032c92addb60.jpg,,openrouter,CHUA_DOC_DUOC
34-2_jpg.rf.29e81fdfd81e94627de1aa0f3cf1d77f.jpg,,,KHONG_CO_ANNOTATION
57-0_jpg.rf.f3340d99d46ebc1b307ea34117216fb1.jpg,,,KHONG_CO_ANNOTATION
44-0_jpg.rf.d042d75281ba4aa7867658cd7813a722.jpg,,,KHONG_CO_ANNOTATION
77-0_jpg.rf.0add41c43735e1abef05249e758bad8a.jpg,,,KHONG_CO_ANNOTATION
IMG_20221218_145658_region_jpg.rf.90054d21d10ccd991e52d99b176c3548.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_142458_region_jpg.rf.f9db32c4f58aee19917b1c1180c7dc12.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0557_region_JPG_jpg.rf.fdfb1fe132c15e5191e0e4c602ebc7d6.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150743_region_jpg.rf.f7becfac051f880c6b49fa0f0700a5be.jpg,,openrouter,CHUA_DOC_DUOC
34-2_jpg.rf.de3768c73adcf03dd51e73532607560e.jpg,,,KHONG_CO_ANNOTATION
58-0_jpg.rf.3153ad6b3d27c61e3f7f995b5e0bb23e.jpg,,,KHONG_CO_ANNOTATION
96-0_jpg.rf.83e4180390333f7ef279cabf4d0e840d.jpg,,,KHONG_CO_ANNOTATION
IMG_0855_ce_png_jpg.rf.63b60a65b0b66c2dd556b360fb2d12cd.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0448_ce_png_jpg.rf.57c07a6f89453881e06c01ad1fbf9694.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0462_region_JPG_jpg.rf.539adbd9a3a678d292de337845d7c665.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0967_region_JPG_jpg.rf.5dfe60d2dc05b82cb7c3b4c1ef9befea.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0324_ce_png_jpg.rf.b4b0f9fd28a3f1e83048958f673c4a7f.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0470_region_JPG_jpg.rf.3959985637794c017b51ec93a99ab8cf.jpg,,openrouter,CHUA_DOC_DUOC
DSCN4674_JPG_ce_png_jpg.rf.776c9a47bb9a5948f2595531990228bf.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0947_ce_png_jpg.rf.b9ca384c4cea029675514306a8aa5123.jpg,,openrouter,CHUA_DOC_DUOC
WhatsApp-Image-2022-11-23-at-10-25-47-AM-2-_ce_png_jpg.rf.09fa5cceea307dccdb68c57197fc0502.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0082_ce_png_jpg.rf.5dd1ea95ce93a5e576481f3c9b2d2639.jpg,,openrouter,CHUA_DOC_DUOC
WhatsApp-Image-2022-11-23-at-10-33-59-AM_ce_png_jpg.rf.7188d1d2bb45d2851705fe72c11d1b62.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154712_region_jpg.rf.46cc09ebec61a3f59ce663388f51d2a0.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0545_region_JPG_jpg.rf.45cb7e3a0e2c29f49843e72534016a62.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0953_region_JPG_jpg.rf.65938fd72976adb2baedbc0fe7c7df92.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154602_1_region_jpg.rf.b335aa919ffd0d87257b6f51273655b8.jpg,,openrouter,CHUA_DOC_DUOC
48-2_jpg.rf.45ca9d996022639920da7008ebb011b1.jpg,,,KHONG_CO_ANNOTATION
IMG_0521_region_JPG_jpg.rf.353d82e493cdd065170f2620fe0db3ce.jpg,,openrouter,CHUA_DOC_DUOC
DSCN9278_JPG_ce_png_jpg.rf.5b71f38ebef4b47156bb86a5a10e5ce2.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150529_region_jpg.rf.0015612990b2169bd80c7b4f3b47d140.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0114_ce_png_jpg.rf.13bceb451195ff684f087cb4aae62146.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0530_region_JPG_jpg.rf.8d1b1d3211ca506575262aa980695f10.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0237_ce_png_jpg.rf.4dcb50186bd6004d1c20b5e481b4f08d.jpg,,openrouter,CHUA_DOC_DUOC
2-0_jpg.rf.c6d6dcdcec2a257772b7e5c2ddffb2f4.jpg,,,KHONG_CO_ANNOTATION
IMG_20221218_150402_ce_png_jpg.rf.22595f72b74c3c8dc10474125e859d10.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154602_1_region_jpg.rf.c5b8128300860e7d1ed3bfba579cd330.jpg,,openrouter,CHUA_DOC_DUOC
15-0_jpg.rf.398055901c5275f924da3064e61da6d4.jpg,,,KHONG_CO_ANNOTATION
IMG_0810_region_JPG_jpg.rf.ea25e9f7aa91b0934ed380f2091dd059.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0411_ce_png_jpg.rf.f45fcbcd5d8747f3d1f1646aa29f69fa.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154922_region_jpg.rf.6391671f2d7753ba2d8d8e4810170278.jpg,,openrouter,CHUA_DOC_DUOC
166-2_jpg.rf.4dee09d685e9e391a9e2a1a34857f812.jpg,,,KHONG_CO_ANNOTATION
70-0_jpg.rf.7858d7b9adf1151259c4297847ab5e94.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_155058_region_jpg.rf.f5581de2ff47f53232593aa3d42d3b7a.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150841_region_jpg.rf.a8c89630d246c1ebcc47596ae8cde45d.jpg,,openrouter,CHUA_DOC_DUOC
98-0_jpg.rf.923557bc92283aaa8701fdbb7dd9fecf.jpg,,,KHONG_CO_ANNOTATION
IMG_0132_ce_png_jpg.rf.2c86aa716299046458f91580e16c58e7.jpg,,openrouter,CHUA_DOC_DUOC
65-0_jpg.rf.b070a6b14677a27346287b2c90dd76b4.jpg,,,KHONG_CO_ANNOTATION
WhatsApp-Image-2022-11-23-at-10-33-09-AM-12-_ce_png_jpg.rf.d99bf420d4d5953a739eab798e551996.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145632_region_jpg.rf.f45e5d9d0629a7ff66dade408955eb40.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0413_region_JPG_jpg.rf.a2bb62cfa251f5302975f794e6ae00c9.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_155023_region_jpg.rf.f55059283a962dbf26458b4a4e6d5b9f.jpg,,openrouter,CHUA_DOC_DUOC
DSCN6740_JPG_ce_png_jpg.rf.e92cf5a04c9aab3ee76d1c587919a637.jpg,,openrouter,CHUA_DOC_DUOC
DSCN9943_JPG_ce_png_jpg.rf.921c78d3df6e5a14be7caf214f3948fc.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0488_region_JPG_jpg.rf.6f90f8ddfae0deae86cd681fd432af96.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0412_ce_png_jpg.rf.d6a4afe08c6ff080442ea043d193ea99.jpg,,openrouter,CHUA_DOC_DUOC
166-1_jpg.rf.139a79c507014203d0e12e284f5ac22c.jpg,,,KHONG_CO_ANNOTATION
IMG_20221218_150001_region_jpg.rf.9221742ecee458f40678bdad77f0aa41.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145901_region_jpg.rf.fc12c41ef901f5ea3ff40a9c92ed3489.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0419_region_JPG_jpg.rf.3cb83368b114919d8c1927dbfa106a64.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154852_region_jpg.rf.7c712c3aa1bdcd02fa8f31815484dae6.jpg,,openrouter,CHUA_DOC_DUOC
DSCN1303_JPG_ce_png_jpg.rf.8d14c2a4a35e3b36d426e8661ec86d3b.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0397_ce_png_jpg.rf.a264b4a64a6d552ee17b49020623d630.jpg,,openrouter,CHUA_DOC_DUOC
64-0_jpg.rf.f4c4ff32209cc8660637828d14406298.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_155007_region_jpg.rf.de5985e7b46b63cf494ecc1ed3a6eefb.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150416_ce_png_jpg.rf.1be11f158715532664017c011738cc42.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153648_region_jpg.rf.57738b8048eac6326e45d4243213bcbf.jpg,,openrouter,CHUA_DOC_DUOC
